date,box,name_meta,moviename,stars,faxing,zhizuo,daoyan,zhizuor,theme
3/4/2015,275.55,无敌小飞猪,无敌小飞猪,徐少强;张立威;朱哲嶙;范泽熙;肖夏菲;于东泽;卡特琳娜·莫里诺;张植绿;何月涵;黄赞臣;范子轩;,北京中外世纪影视文化传播有限公司;,北京中外世纪影视文化传播有限公司;海宁火星人文化传播有限公司;亚德文化创意股份有限公司;香港星汇影视有限公司;北京蓝海龙文化传播有限公司;浙江泰皇影视文化有限公司;,宋占涛;,,喜剧/儿童/魔幻
3/12/2013,22740.65,无人区,无人区,陶虹;黄渤;徐峥;余男;巴多;多布杰;王双宝;,引力影视投资有限公司;,北京橙天嘉禾影视制作有限公司;北京小马奔腾文化传媒股份有限公司;北京国立常升影视文化传播有限公司;印纪影视娱乐传媒有限公司;英皇（北京）文化发展有限公司;,宁浩;,,动作/公路/西部
26/6/2015,830.03,午夜43路,午夜43路,邵音音;周俊伟;陈颖欣;蔡明芳;周家怡;廖子妤;李梓宸;蔡瀚亿;许雅婷;龚慈恩;林芊妤;吴佩孚;陈志健;潘绍聪;张兆辉;,华夏电影发行有限责任公司;,香港基金电影公司;,杜玉贞;,,惊悚/恐怖
8/3/2013,637.8,午夜火车,午夜火车,李宗翰;惠英红;王双宝;,,北京光线影业有限公司;夜线影业;,张江南;,,惊悚
1/3/2013,526.94,午夜微博,午夜微博,杜娟;邓紫衣;刘羽琦;刘鹏;唐禹哲;洪一平;,海南传奇影业有限公司;,北京春秋时代文化有限公司;上海天幕星映文化传媒有限公司;武汉传奇人影视艺术有限公司;,邓科;,,惊悚
8/4/2016,102.31,午夜寻访录,午夜寻访录,胡可;李琦;沙溢;付宏;,禾木恩泽文化传媒(北京）有限公司;深圳金蔷薇电影发行有限公司;北京鱼化龙电影发行有限公司;中影数字电影发展(北京)有限公司;,北京自由高度传媒广告有限公司;,刘天荣;,,恐怖
25/8/2016,9.14,勿忘初心,勿忘初心,蒲巴甲;魏一;方青卓;姜超;魏伊;曹扬;,北京虹合品尚文化传媒有限公司;,北京飞天唐自头影视文化发展有限公司;,尹哲;,,剧情/喜剧
28/4/2013,7.74,西柏坡2：王二小,西柏坡2：王二小,李杨;刘纯燕;张安琪;董浩;洪海天;,上海电影（集团）有限公司;,上海美术电影制片厂;河北西柏坡影视制作中心;,袁淑梅;史奕;,,动画
15/4/2014,210.56,西藏天空,西藏天空,杨雪;阿旺仁青;索朗卓嘎;拉旺罗布;,上海电影股份有限公司影视发行分公司;华夏电影发行有限责任公司;,上海电影制片厂;上海电影（集团）有限公司;国家新闻出版广电总局电影卫星频道节目制作中心;华夏电影发行有限责任公司;,傅东育;,,剧情/历史/主旋律
10/2/2013,95714.33,西游&middot;降魔篇,,,,,,,
31/1/2014,88716.04,西游记之大闹天宫,西游记之大闹天宫,刘桦;夏梓桐;张梓琳;周润发;郭富城;梁咏琪;郑家星;陈乔恩;甄子丹;何润东;梁雨恩;刘双宁;海一天;罗仲谦;陈慧琳;汪圆圆;张兆辉;樊少皇;,北京安石英纳影视文化有限公司;万达影视传媒有限公司;,东方电影制作有限公司;深圳市金海岸影业有限公司;浙江横店影视制作有限公司;北京综艺星皓文化传播有限公司;北京文华东润投资有限公司;星际影业有限公司;星皓娱乐集团;,郑保瑞;,,魔幻/动作/爱情
10/7/2015,57461.53,西游记之大圣归来,西游记之大圣归来,周帅;童自荣;林子杰;赵乾景;刘九容;吴文伦;刘北辰;吴迪;,北京聚合影联文化传媒有限公司;浙江横店影视制作有限公司;北京微影时代科技有限公司;福恩娱乐;,浙江横店影视制作有限公司;北京微影时代科技有限公司;天空之城文化创意有限公司;北京燕城十月文化传播有限公司;山东高路动画制作有限公司;恭梓兄弟;龙行盛世影视文化工作室;淮安西游产业集团有限公司;浙江永康壹禾;山东影视传媒集团;,田晓鹏;,,动画/动作
8/2/2016,103033.15,西游记之孙悟空三打白骨精,西游记之孙悟空三打白骨精,冯绍峰;小沈阳;彭宇;魏璐;张籽沐;郭富城;程东;费翔;巩俐;叶淑铃;余辛;刘楚恬;母其弥雅;齐浠儿;李韵迪;阿旺仁青;罗仲谦;陈慧琳;周润发;,北京中联华盟文化传媒投资有限公司;北京安石英纳影视文化有限公司;重庆保利万和院线;北京微影时代科技有限公司;北京百度网讯科技有限公司;江苏安石英纳电影发行有限公司;百度在线网络技术（北京）有限公司;中国电影股份有限公司;,江苏文华东润影视文化有限公司;深圳市腾讯视频文化传播有限公司;浙江横店影视制作有限公司;北京中联华盟文化传媒投资有限公司;北京微影时代科技有限公司;北京百度网讯科技有限公司;爱奇艺影业（北京）有限公司;北京新京报传媒有限责任公司;指点影业（北京）有限公司;保利影业投资有限公司;星皓影业有限公司;无锡奇幻世界文化有限公司;山东鲁信文化传媒投资有限公司;百度在线网络技术（北京）有限公司;中国电影股份有限公司;横店影视制作有限公司;,郑保瑞;,,奇幻/动作/喜剧
3/7/2015,230,西游新传2：真心话大冒险,西游新传2：真心话大冒险,李佳怡;林强;黎筱濛;,北京科影国际影视策划有限公司;,北京卡酷动画卫视;北京科影国际影视策划有限公司;北京卡酷传媒有限公司;上海全土豆网络科技有限公司;中国数字文化集团有限公司;北京中教鸿兴文化传媒有限公司;,刘畅;李佳怡;,,动画/儿童/冒险/喜剧
31/12/2012,280.04,犀利人妻,犀利人妻,朱芯仪;蔡淑臻;蔡昌宪;小小彬;唐立淇;马念先;李沛旭;温升豪;隋棠;王宥胜;,,日舞国际娱乐股份有限公司;金是传媒行销企业有限公司;犀利电影股份有限公司;王佩华工作室有限公司;,王仁里;,,爱情/剧情
15/1/2013,55.34,喜剧王,喜剧王,孙兴;杜海涛;九孔;钟夫翔;谢韵虹;章雯琦;孙野;唐群;,北京市文隆顺文化传播有限公司;鑫岳影业;,上海佳泰文化有限公司;,唐昱;,,喜剧
16/10/2015,650.53,喜马拉雅天梯,喜马拉雅天梯,索朗多吉;格桑央宗;次仁多布杰;加布;普布顿珠;,华夏电影发行有限责任公司;北京微影时代科技有限公司;上海格瓦商务信息咨询有限公司;天空之城文化创意有限公司;北京新视野东方影视文化传播有限公司;北京炎炎之星文化传播有限公司;,清影互动（北京）广告有限公司;天空之城文化创意有限公司;杭州潜影文化创意;旗帜（上海）数字传媒有限公司;,梁君健;萧寒;,,剧情/纪录片
16/1/2014,8179.54,喜羊羊与灰太狼之飞马奇遇记,喜羊羊与灰太狼之飞马奇遇记,白百何;郑恺;,华谊兄弟传媒股份有限公司;,华谊兄弟传媒股份有限公司;广东原创动力文化传播有限公司;广东奥飞动漫文化股份有限公司;上海炫动传播股份有限公司;,简耀宗;,,动画
24/1/2013,10166.93,喜羊羊与灰太狼之喜气羊羊过蛇年,喜羊羊与灰太狼之喜气羊羊过蛇年,张琳;赵娜;梁颖;邓玉婷;高全胜;祖丽晴;刘红韵;,上海电影股份有限公司影视发行分公司;北京橙天嘉禾影视制作有限公司;上海炫动传播股份有限公司;珠江影业传媒股份有限公司;万达影视传媒有限公司;,广东原创动力文化传播有限公司;北京优扬文化传媒有限公司;上海炫动传播股份有限公司;,简耀宗;,,动画
31/1/2015,5740.55,喜羊羊与灰太狼之羊年喜羊羊,喜羊羊与灰太狼之羊年喜羊羊,,上海电影（集团）有限公司;,上海电影（集团）有限公司;奥飞影业投资（北京）有限公司;广东原创动力文化传播有限公司;北京卡酷动画卫视;湖南电视台金鹰卡通卫视;江苏省广播电视总台优漫卡通卫视;浙江电视台少儿频道;广东电视台卫视嘉佳卡通卫视;中国移动动漫基地;重庆电视台少儿频道;武汉电视台少儿频道;成都市广播电视台少儿频道;,黄伟明;,,动画/喜剧
16/2/2013,9348.02,侠探杰克,侠探杰克,罗莎曼德·派克（裴淳华）;理查·詹金斯;大卫·奥伊罗;罗伯特·杜瓦尔;汤姆·克鲁斯;詹姆斯·马丁·凯利;沃纳·赫尔佐格;克里斯汀·达尔顿;蒂凡妮·桑德尔·麦..;李·查德;,派拉蒙影业公司;华夏电影发行有限责任公司;,派拉蒙影业公司;,克里斯托夫·迈考利;,,动作/犯罪
22/8/2014,251.86,下一站再爱你,下一站再爱你,杨梓嫣;马浚伟;川岛茉树代;程小龙;刘鑫;,北京锐奇伟业国际文化传媒有限公司;,北京锐奇伟业国际文化传媒有限公司;武汉华宇丰文化发展有限公司;北京利久德长投资管理有限公司;,李德威;,,爱情
30/9/2015,98718.53,夏洛特烦恼,夏洛特烦恼,马丽;常远;沈腾;王智;艾伦;李立群;李萍;田雨;宋阳;张一鸣;尹正;,新丽传媒股份有限公司;五洲电影发行有限公司;,深圳市腾讯视频文化传播有限公司;开心麻花影业有限公司;新丽电影;万达影视传媒有限公司;,闫非;彭大魔;,,喜剧/爱情/青春
30/8/2013,69.45,夏日示爱,夏日示爱,林雪;邓家佳;王传君;黄一飞;吴辰君;杨恭如;,广州美亚华天下电影发行有限公司;美亚长城传媒（北京）有限公司;,北京盛合经纬文化传媒有限公司;盛合经纬文化传媒（香港）有限公司;,陈家霖;,,爱情
5/8/2016,15041,夏有乔木 雅望天堂,夏有乔木 雅望天堂,包贝尔;韩庚;张瑶;卢杉;籽月;吴亦凡;周元;黄征;成侑彬;,福建恒业影业有限公司;,福建恒业影业有限公司;光延时代（北京）文化传媒有限公司;北京儒意欣欣影业投资有限公司;乐华娱乐;山东嘉博文化发展有限公司;西藏乐华文化传播有限公司;真爱（上海）影视文化传媒有限公司;北京蓝钻文化传媒有限公司;上海儒意影视制作有限公司;陕西华源影视传播有限公司;上海儒意制作有限公司;上海庚心文化传媒工作室;霍尔果斯尚元影视投资有限公司;上海嘉凤影视制作有限公司;东方华尚（北京）文化传播有限公司;聚美影视传媒无锡有限公司;北京盛夏星空影视传媒有限公司;北京时代光影文化传媒有限公司;中国电影集团公司;,赵真奎;赵珍奎;,,爱情/青春
14/8/2015,5.96,相伴库里申科,相伴库里申科,宋春丽;戴娇倩;卢奇;祝新运;赵晓明;吴其江;姜瑞佳;徐箭;李幼斌;,东辉博瑞影视文化传媒（北京）有限公司;,八一电影制片厂;重庆电影集团有限公司;武汉农商行传媒;中影集团电影数字制作基地有限公司;,沈东;,,剧情
31/12/2014,2.65,向阳花开,向阳花开,陈杨;安钧璨;姚政;,北京拾月国际影视文化传媒有限公司;,深圳市唐嘉淇文化传播有限公司;北京华百灵国际传媒有限公司;,刘宁;,,爱情/音乐/喜剧
15/9/2015,9848.75,像素大战,像素大战,凯文·詹姆斯;蒂莫斯·道灵;艾什莉·本森;亚当·桑德勒;艾芬·克莱奇特;米歇尔·莫娜汉;布莱恩·考克斯;彼特·丁拉基;约翰尼·拉罗克;尼克·斯旺森;乔什·盖德;罗丝·洛林斯;莱妮·卡赞;汤姆·麦卡锡;肖恩·宾;塞蕾娜·威廉姆斯;简·科拉克斯基;托马斯·麦卡锡;,United International Pictures (UIP) ;索尼发行公司;环球影业公司;,哥伦比亚影片公司;Plus One Rentals ;,克里斯·哥伦布;,,动作/喜剧/科幻
15/1/2016,6343.64,消失爱人,消失爱人,黎明;王珞丹;何承蔚;石修;张榕容;王琄;林俊杰;丁也恬;,福建恒业影业有限公司;,福建恒业影业有限公司;寰亚电影发行（北京）有限公司;北京完美星空传媒有限公司;福建真恒业文化传播有限公司;浙江天猫技术有限公司;北京千橡网景科技发展有限公司;北京风行在线技术有限公司;,黄真真;,,爱情/悬疑
27/11/2015,7336.79,消失的凶手,消失的凶手,郭晓冬;李小璐;江一燕;刘青云;凤小岳;孙佳君;林家栋;,乐视影业（北京）有限公司;,无限映画电影制作有限公司;乐视影业（北京）有限公司;乐视影业（香港）有限公司;,罗志良;,,动作/悬疑
8/3/2013,188.2,萧红,萧红,宋佳;黄觉;张博;李凤绪;吴超;米紫安;王仁君;李依玲;,,国家新闻出版广电总局电影卫星频道节目制作中心;北京唐德国际文化传媒有限公司;,霍建起;,,爱情
13/9/2015,36519.86,小黄人大眼萌,小黄人大眼萌,真田广之;罗里·艾伦;彼得·塞拉菲诺威茨;桑德拉·布洛克;皮艾尔·柯芬;迈克尔·基顿;史蒂夫·库根;凯尔·巴尔达;珍妮弗·桑德斯;安迪·尼曼;杰弗里·拉什;凯蒂·米克松;卡洛斯·阿拉兹拉奎;丹尼·曼;艾娃·阿卡丝;史蒂夫·卡瑞尔;乔·哈姆;阿丽森·詹尼;比尔·法默;米凯·麦高万;约翰·卡西尔;杰斯·哈梅尔;布莱恩t·德莱尼;,Toho-Towa ;华夏电影发行有限责任公司;环球影业公司;,,皮艾尔·柯芬;凯尔·巴尔达;,,动画/喜剧/家庭
27/5/2016,105.08,小蚂蚁之环球大冒险,小蚂蚁之环球大冒险,李晶;毛毛;刘沛;泽飞;胡严彦;戴逸;蔡丹;张金玲;李明;,广州海力动漫文化发展有限公司;深圳市前海小蚂蚁文化传媒有限公司;广州立兴文化传媒有限公司;广州佳码影视传媒有限公司;中国电影集团公司;,广东珠影影视制作有限公司;广州海力动漫文化发展有限公司;深圳市前海小蚂蚁文化传媒有限公司;广州文铭广告有限公司;广州立兴文化传媒有限公司;广州蜂锋文化传播有限公司;,孟文龙;管霄超;汤华宝;刘沛;,,动画/冒险
1/1/2016,7771.45,小门神,小门神,白客;毕啸岚;于心怡;高晓松;叫兽易小星;季冠霖;,北京中联华盟文化传媒投资有限公司;阿里巴巴影业集团有限公司;中国电影集团公司;,阿里巴巴（杭州）文化创意有限公司;北京中联华盟文化传媒投资有限公司;上海格瓦商务信息咨询有限公司;北京百度网讯科技有限公司;上海腾讯企鹅影业文化传播有限公司;追光人动画设计（北京）有限公司;百度在线网络技术（北京）有限公司;,王微;,,动画/喜剧
2/9/2016,52.58,小魔仙之黑魔法来袭,小魔仙之黑魔法来袭,吴恙;陈旭;张超;张净桐;,华夏电影发行有限责任公司;北京影时空文化传媒有限公司;浙江宁王天成影业有限公司;,浙江泰皇影视文化有限公司;杭州领星影视文化有限公司;深圳前海财富动力影视基金管理有限公司;杭州金康银电子工程有限公司;,方晓罡;,,
15/8/2013,100.91,小神来了,小神来了,柳岩;张一山;钱枫;邱启明;,华夏电影发行有限责任公司;,江阴市天普文化传播有限公司;,杜鹏;,,喜剧/家庭/儿童
27/6/2013,44859.91,小时代,小时代,杨阳;姜潮;陈学冬;商侃;李悦铭;朱桢;张籽沐;郭碧婷;凤小岳;柯震东;王檩;丁巧唯;郭采洁;杜天皓;,乐视影业（北京）有限公司;大盛国际传媒（北京）有限公司;,上海天娱传媒有限公司;乐视影业（北京）有限公司;深圳大盛国际传媒有限公司;群星瑞智艺能有限公司;麦颂影视投资（上海）有限公司;欢瑞世纪影视传媒股份有限公司;安迈进国际影业股份有限公司;可米必富影视文化（北京）有限公司;北京紫禁城影业有限责任公司;和力辰光国际文化传媒（北京）有限公司;,郭敬明;,,爱情/青春
8/8/2013,28823.62,小时代:青木时代,,,,,,,
17/7/2014,49442.05,小时代3：刺金时代,小时代3：刺金时代,姜潮;陈学冬;郭碧婷;任佑明;李贤宰;柯震东;郭采洁;锦荣;,乐视影业（北京）有限公司;,浙江东阳天娱影视文化有限公司;上海天娱传媒有限公司;乐视影业（北京）有限公司;北京麦特文化发展有限公司;麦颂影视投资（上海）有限公司;北京儒意欣欣影业投资有限公司;可米必富影视文化（北京）有限公司;上海东方娱乐传媒集团有限公司;北京中联传动影视文化有限公司;山东嘉博文化发展有限公司;上海最世文化发展有限公司;和力辰光国际文化传媒（北京）有限公司;,郭敬明;,,爱情/青春
9/7/2015,47952.73,小时代4：灵魂尽头,小时代4：灵魂尽头,王琳;姜潮;陈学冬;商侃;郭碧婷;任佑明;李贤宰;郭采洁;锦荣;,乐视影业（北京）有限公司;,浙江东阳天娱影视文化有限公司;阿里巴巴（杭州）文化创意有限公司;乐视影业（北京）有限公司;北京麦特文化发展有限公司;麦颂影视投资（上海）有限公司;北京儒意欣欣影业投资有限公司;可米必富影视文化（北京）有限公司;上海东方娱乐传媒集团有限公司;北京中联传动影视文化有限公司;山东嘉博文化发展有限公司;上海最世文化发展有限公司;和力辰光国际文化传媒（北京）有限公司;,郭敬明;,,爱情/青春/喜剧
20/7/2015,288.64,小时代4：灵魂尽头（纪录片版）,小时代4：灵魂尽头（纪录片版）,王琳;姜潮;陈学冬;商侃;郭碧婷;任佑明;李贤宰;郭采洁;锦荣;,乐视影业（北京）有限公司;,浙江东阳天娱影视文化有限公司;阿里巴巴（杭州）文化创意有限公司;乐视影业（北京）有限公司;北京麦特文化发展有限公司;麦颂影视投资（上海）有限公司;北京儒意欣欣影业投资有限公司;可米必富影视文化（北京）有限公司;上海东方娱乐传媒集团有限公司;北京中联传动影视文化有限公司;山东嘉博文化发展有限公司;上海最世文化发展有限公司;和力辰光国际文化传媒（北京）有限公司;,郭敬明;,,爱情/青春/喜剧
16/10/2015,14148.11,小王子,,,,,,,
25/1/2013,139.26,小小飞虎队,小小飞虎队,岳红;张一山;丁柳元;果静林;祝新运;胡天阳;赵泽文;山崎敬一;谢孟伟;涩谷天马;小叮咚;石小满;,华夏电影发行有限责任公司;,国家新闻出版广电总局电影卫星频道节目制作中心;华夏电影发行有限责任公司;山东电影电视剧制作中心;中共山东省委宣传部;,黄建新;钱晓鸿;,,动作/儿童/喜剧
17/7/2015,4884.89,小羊肖恩,小羊肖恩,欧米德·吉亚李利;贾斯汀·弗莱彻;约翰·斯帕克斯;安迪·尼曼;尼克·帕克;,,阿德曼动画公司;Anton Capital Entertainment (ACE) ;,马克·伯顿;理查德·斯塔扎克;,,动画/冒险/喜剧
27/6/2015,432.49,小猪班纳大电影之梦想大“帽”险,小猪班纳大电影之梦想大“帽”险,李正翔;王燕华;游军;胡谦;周南飞;罗玉婷;范楚绒;蒋可;刘北辰;李晔;符冲;,上海善喜影视传媒有限公司;上海尚世影业有限公司;,上海善喜影视传媒有限公司;合一网络科技（北京）有限公司;浙江环泰文化传播有限公司;广东小猪班纳服饰股份有限公司;,翁朝晖;张明;,,动画/冒险
10/9/2013,7.29,校车,校车,于荣光;那威;张大礼;张恩齐;张新成;李曼嘉;柯以敏;,国盛新影（北京）影视发行有限公司;,北京韵艺辉煌文化传媒有限公司;,于荣光;,,纪实
12/7/2013,769.4,校花诡异事件,校花诡异事件,赵奕欢;陈美行;王一;翟文斌;李飒;李曼铱;孔千千;,华夏电影发行有限责任公司;北京今典影业有限公司;北京泽西年代影业有限公司;北京联艺电影发行有限公司;,北京泽西年代影业有限公司;,关尔;,,惊悚/恐怖/灵异
8/3/2013,6512.71,笑功震武林,笑功震武林,谢娜;孟瑶;释延能;蒋璐霞;吴君如;曾志伟;洪金宝;元华;梁小龙;郑中基;洪天明;谷祖琳;伍允龙;陈嘉桓;童非;许明虎;温超;杜宇航;王祖蓝;,,香港影王朝有限公司;汉文化电影公司;珠江影业传媒股份有限公司;,王晶;姜国民;,,喜剧/动作
30/9/2014,95255.53,心花路放,心花路放,郭涛;黄渤;徐峥;夏雨;刘仪伟;张俪;袁泉;熊乃瑾;宁浩;周冬雨;岳小军;雷佳音;焦俊艳;陶慧;沈腾;马苏;刘美含;,北京聚合影联文化传媒有限公司;,国家新闻出版广电总局电影卫星频道节目制作中心;北京小马奔腾文化传媒股份有限公司;北京仕林院文化传播有限公司;北京唐德国际文化传媒有限公司;北京中联华盟文化传媒投资有限公司;东阳映月影视文化传媒有限公司;黄渤工作室;北京摩天轮文化传媒有限公司;北京映月东方文化传播有限公司;北京华盖映月影视文化投资管理有限公司;东阳坏猴子影视文化传播有限公司;北京三快在线科技有限公司;,宁浩;,,喜剧/爱情/公路
16/10/2015,970.77,心迷宫,心迷宫,王梓尘;罗芸;王笑天;邵胜杰;朱自清;曹西安;霍卫民;孙黎;贾致钢;,四川卢米埃影业;北京太合娱乐文化发展股份有限公司;北京微影时代科技有限公司;上海格瓦商务信息咨询有限公司;指点影业（北京）有限公司;北京海平面影视文化传播有限公司;,合一影业有限公司;北京太合娱乐文化发展股份有限公司;北京微影时代科技有限公司;上海格瓦商务信息咨询有限公司;北京海平面影视文化传播有限公司;,忻钰坤;,,剧情/犯罪/悬疑
3/10/2013,1046.99,心战,心战,朱璇;陈燃;任达华;张家辉;廖启智;蔡颖恩;单立文;龚慈恩;黄德斌;,,飞升国际娱乐有限公司;,胡学林;,,惊悚/犯罪
23/5/2014,233.05,心咒,心咒,徐惠雯;张亚茜;陆嘉浩;徐洁儿;刘芷汐;朱智勋;,北京瑞盛太合文化传媒有限公司;,鑫岳影业;北京英立成文化传播有限公司;北京銮腾星光文化传媒有限公司;中申联合有限公司;深圳市聚丰环保科技有限公司;,李唯劼;,,惊悚/恐怖
30/5/2014,2382.41,辛巴达历险记2,辛巴达历险记2,杨梦露;杨鸥;黄莺;,卡通先生影业有限公司;上海善喜影视传媒有限公司;上海可依文化传播有限公司;,卡通先生影业有限公司;,顾培欣;,,动画
31/5/2013,3600.03,辛巴达历险记2013,辛巴达历险记2013,杨梦露;杨鸥;黄莺;,上海华宇电影股份有限公司;卡通先生影业有限公司;珠江影业传媒股份有限公司;上海善喜影视传媒有限公司;,卡通先生影业有限公司;百视通新媒体股份有限公司;,顾培欣;程炳峰;,,动画
7/8/2015,3213.59,新步步惊心,新步步惊心,杜志国;于波;杜玉明;成泰燊;周骏超;莫合塔尔;宋伊人;杨祐宁;顾宝明;窦骁;郭虹;陈意涵;,北京光线影业有限公司;,北京光线影业有限公司;华视影视投资（北京）有限公司;广州弘光电影投资合伙企业;新视界文化传媒有限公司;,宋迪;,,爱情
19/8/2016,8393.75,新大头儿子和小头爸爸2一日成才,新大头儿子和小头爸爸2一日成才,林永健;刘纯燕;董浩;鞠萍;林大竣;陈苏;耿晨晨;王淏;哆唻咪;,上海电影股份有限公司影视发行分公司;北京亚细亚影视制作发行有限公司;北京微影时代科技有限公司;五洲电影发行有限公司;天津猫眼文化传媒有限公司;四海电影发行联盟;中国电影股份有限公司北京电影发行分公司;西安曲江影视集团;中国电影集团公司;西安曲江影视投资集团有限公司;,北京亚细亚影视制作发行有限公司;中央电视台央视动画有限公司;合一信息技术（北京）有限公司;中国广播电影电视节目交易中心;鹿鸣影业有限公司;中央电视台少儿频道;中国广播电影节目交易中心;西安曲江影视投资集团有限公司;,何澄;张振益;,,动画/儿童
26/9/2014,3722.38,新大头儿子和小头爸爸之秘密计划,新大头儿子和小头爸爸之秘密计划,刘纯燕;董浩;绿泡泡;红果果;毛毛虫;鞠萍;,,中央电视台央视动画有限公司;,何澄;,,动画
12/2/2015,208.09,新年行动,,,,,,,
19/2/2015,69.78,新年来啦之大闹除夕,新年来啦之大闹除夕,朱小妮;巩大方;李密;马语非;陈昭;付洁;易小寅;赵舒婷;,北京国是经纬科技有限公司;,北京国是经纬科技有限公司;天津滨海新区国是经纬文化传播有限公司;拉萨国是经纬文化传播有限公司;成都国是经纬文化传播有限公司;西藏音像出版社;,于明亮;梁董龙;杨晓君;,,动画
20/8/2015,17265.94,新娘大作战,新娘大作战,何炅;杨颖;杜海涛;陈晓;井柏然;王一楠;倪妮;奚望;朱亚文;刘金山;,华夏电影发行有限责任公司;天津博纳文化传媒有限公司;,深圳市腾讯视频文化传播有限公司;福斯国际制作公司;博纳影视娱乐有限公司;拔迪创意有限公司;,陈国辉;,,爱情/喜剧
29/4/2013,75.02,星爸客,,,,,,,
12/11/2014,55807.11,星际穿越,星际穿越,艾伦·波斯蒂恩;安妮·海瑟薇;马修·麦康纳;比尔·欧文;迈克尔·凯恩;杰西卡·查斯坦;卡西·阿弗莱克;托弗·戈瑞斯;约翰·利特高;伊莱耶斯·加贝尔;提莫西·查拉梅;蕾亚·凯恩斯;大卫·吉亚斯;利亚姆·迪肯森;大卫·奥伊罗;克里斯蒂安·范·德..;威廉·德瓦内;威廉·帕特里克·布朗;马龙·桑德斯;安德鲁·波尔巴;杰夫·海普纳;柯莱特·沃尔芙;马特·达蒙;麦肯芝·弗依;韦斯·本特利;弗兰西斯·x·麦卡锡;,派拉蒙影业公司;华夏电影发行有限责任公司;,派拉蒙影业公司;安培林娱乐;传奇影业;,克里斯托弗·诺兰;,,科幻/冒险/亲情/悬疑
28/5/2013,25640.61,星际迷航：暗黑无界,星际迷航：暗黑无界,本尼迪克特·康伯巴奇;西蒙·佩吉;扎克瑞·昆图;佐伊·索尔达娜;爱丽丝·伊芙;卡尔·厄本;克里斯·派恩;汤姆·阿齐迪肯;安东·尤金;约翰·赵;彼得·威勒;布鲁斯·格林伍德;,华夏电影发行有限责任公司;,派拉蒙影业公司;坏机器人;,j·j·艾布拉姆斯;,,科幻/动作/冒险
2/9/2016,39373.97,星际迷航3：超越星辰,星际迷航3：超越星辰,克里斯·派恩;扎克瑞·昆图;佐伊·索尔达娜;西蒙·佩吉;索菲亚·宝特拉;索瑞·安达斯鲁;约翰·赵;安东·尤金;卡尔·厄本;伊德瑞斯·艾尔巴;约瑟夫·盖特;狄普·罗伊;乔·塔斯利姆;莉迪亚·威尔逊;安东·叶利钦;,派拉蒙影业公司;United International Pictures (UIP) ;华夏电影发行有限责任公司;Paramount Pictures ;Universal Pictures International (UPI) ;Universal Pictures International ;Andes Films ;NOS Audiovisuais ;Sony Pictures Releasing ;T?wa Pictures ;Paramount Pictures (Australia) P,派拉蒙影业公司;坏机器人;阿里巴巴影业集团有限公司;Skydance Productions ;华桦传媒;5150 Action ;阿里影业;Perfect Storm Entertainment ;Sneaky Shark ;天空之舞制片公司;完美风暴娱乐;美国坏机器人制片公司;美国派拉蒙影业公司;美国天空之舞制片公司;美国完美风暴娱乐公司;美国狡猾鲨鱼制片公司;,林诣彬;,j·j·艾布拉姆斯;大卫·埃利森;罗伯托·奥奇;布莱恩·伯克;达娜·哥德伯格;jeffrey chernov;汤米·哈珀;ron ames;lindsey weber;,科幻/动作/冒险
9/1/2016,71290.65,星球大战：原力觉醒,星球大战：原力觉醒,马克·哈米尔;西蒙·佩吉;约翰·波耶加;沃维克·戴维斯;马克·斯坦利;露皮塔·尼永奥;肯·梁;安迪·瑟金斯;奥斯卡·伊萨克;马克斯·冯·西多;彼特·梅犹;肯尼·贝克;哈里森·福特;亚当·德利弗;格温多兰·克里斯蒂;伊科·乌艾斯;雅彦·鲁伊安;凯丽·费雪;克丽丝特尔·克拉克;多姆纳尔·格里森;安东尼·丹尼尔斯;黛茜·雷德利;格雷戈·格伦伯格;基兰·沙赫;麦茜·理查德森·塞..;亚当·德赖弗;,华夏电影发行有限责任公司;Walt Disney Studios Motion Pictures ;中国电影集团公司;,坏机器人;卢卡斯电影有限公司;Truenorth Productions ;美国坏机器人制片公司;,j·j·艾布拉姆斯;,,动作/冒险/科幻
11/9/2015,491.06,星语心愿之再爱,星语心愿之再爱,王传君;董维嘉;陈亦飞;李佑晨;蓝格;吴岱融;戚九洲;,上海腾讯企鹅影业文化传播有限公司;北京无问西东文化传媒有限公司;嘉禾国产电影发行（深圳）有限公司;宁波枫海传媒科技股份有限公司;,深圳市腾讯视频文化传播有限公司;北京橙天嘉禾影视制作有限公司;深圳市深影橙天院线有限公司;一三一四摇篮影视文化传媒;上海米九影视文化有限公司;,邓科;,,爱情
29/8/2014,58243.15,猩球崛起：黎明之战,猩球崛起：黎明之战,史蒂文·韦格;凯瑞·西蒙斯;安吉拉·克勒科兹;穆斯塔法·哈里斯;克里斯托弗·贝瑞;提摩西·怀安特;柯蒂·斯密特-麦菲;托比·凯贝尔;安迪·瑟金斯;杰森·克拉克;朱迪·格雷尔;加里·奥德曼;恩里克·穆西安诺;李·罗斯;吉尔·奥唐奈;柯克·埃斯沃多;蒂莫西·皮克勒斯;龚家骅;莫尼卡·雷内·安德森;约翰·阿米乔;凯文·兰金;j.d·艾非墨;埃尔顿·勒布朗;迪索·拉莫斯;凯丽·拉塞尔;爱德华·j·克莱尔;里奇·j·拉德纳;,华夏电影发行有限责任公司;,20世纪福克斯公司;20世纪福克斯德国分公司;,马特·里夫斯;,,科幻/动作
