date,box,name_meta,moviename,stars,faxing,zhizuo,daoyan,zhizuor,theme
18/3/2016,882.15,洛杉矶捣蛋计划,洛杉矶捣蛋计划,江珊;夏雨;胡兵;杨紫;吴大维;隋凯;梅西·葛雷;宋祖儿;,北京联瑞影业有限公司;北京太合娱乐文化发展股份有限公司;,北京太合娱乐文化发展股份有限公司;上海复逸文化传播有限公司;华影亿时代国际影业（北京）有限公司;北京盛世天禧国际文化艺术有限公司;临颍喜盈盈影视传媒有限公司;中国电影集团公司;,郑潇;,,喜剧/冒险
18/3/2016,882.15,洛杉矶捣蛋计划,洛杉矶捣蛋计划,江珊;夏雨;胡兵;杨紫;吴大维;隋凯;梅西·葛雷;宋祖儿;,北京联瑞影业有限公司;北京太合娱乐文化发展股份有限公司;,北京太合娱乐文化发展股份有限公司;上海复逸文化传播有限公司;华影亿时代国际影业（北京）有限公司;北京盛世天禧国际文化艺术有限公司;临颍喜盈盈影视传媒有限公司;中国电影集团公司;,郑潇;,,喜剧/冒险
17/9/2013,7.14,落经山,落经山,刘小微;李正;,上海善喜影视传媒有限公司;,国家新闻出版广电总局电影卫星频道节目制作中心;,冯小宁;,,动作/冒险/战争
4/9/2015,1289.78,落跑吧，爱情,落跑吧，爱情,林美秀;九孔;华少;腾格尔;狄龙;舒淇;任贤齐;王彩桦;,华夏电影发行有限责任公司;,香港寰亚电影有限公司;阿里巴巴（杭州）文化创意有限公司;福建恒业影业有限公司;十全媒体娱乐营销股份有限公司;星势力娱乐股份有限公司;香格里拉音乐有限公司;达芙妮国际控股有限公司;稻草综合制作有限公司;阿荣影业有限公司;力荣影视器材有限公司;娱乐宝;,任贤齐;罗安得;,,爱情/喜剧
19/1/2013,812.88,绿林大冒险,绿林大冒险,张新;李正翔;张安琪;王肖兵;李传缨;杨梦露;姜玉玲;高其昌;,上海电影（集团）有限公司;大地时代电影文化传播(北京)有限公司;天罡影业发展有限公司;,上海河马动画设计股份有限公司;上海视金石动画有限公司;,徐克;,,动画
29/5/2015,12.07,妈咪侠,妈咪侠,余慕莲;梁小冰;王澜霏;谢晓莹;纪舒;黄家威;王嘉翊;赖蔚玲;曾江;谷德昭;邵音音;田启文;黄光亮;谢君豪;钟景辉;李润祺;李枫;冯宝宝;蔡瀚亿;温超;鲁芬;马蹄露;,上海凯羿影视传播有限公司;,香港电影发展基金;香港天马电影出品有限公司;天马影联影视文化（北京）有限公司;高志森制作有限公司;,高志森;,,喜剧/家庭/励志/亲情
14/11/2014,16283.72,马达加斯加的企鹅,马达加斯加的企鹅,本尼迪克特·康伯巴奇;汤姆·麦克格雷斯;彼得·斯特曼;克里斯·米勒;约翰·马尔科维奇;沃纳·赫尔佐格;克里斯托弗·奈特;安内特·莫翰德鲁;肯·郑;,华夏电影发行有限责任公司;,,埃里克·达尼尔;西蒙·j·史密斯;,,动画/喜剧/悬疑
30/4/2016,678.38,马小乐之玩具也疯狂,马小乐之玩具也疯狂,李佳怡;姜广涛;,北京环鹰时代文化传媒有限公司;,中影动画产业有限公司;江西凯天动漫有限公司;江西凯天动漫有限公司上海;中国电影集团公司;中国电影股份有限公司;,黄军;,,动画
9/8/2013,113.22,玛德2号,玛德2号,黄晓明;九孔;曾志伟;徐若瑄;关颖;杨谨华;乾德门;林宗仁;北村丰晴;阿端;王凯蒂;,星美(北京)影业有限公司;华夏电影发行有限责任公司;,星美(北京)影业有限公司;宽银幕电影工作室;柏合丽娱乐传媒集团;宽银慕电影制作有限公司;东阳易星传媒有限公司;影童国际有限公司;,朱家麟;,,喜剧/家庭
1/10/2014,4088.89,麦兜&middot;我和我妈妈,,,,,,,
22/7/2016,1860.88,麦兜·饭宝奇兵,麦兜·饭宝奇兵,金刚;张正中;大汪;彭博;孙小妞;,新华展望传媒有限公司;广东新华展望传媒有限公司;淘票票;上海淘票票影视文化有限公司;苏州华闻糖心动漫投资有限责任公司;北京金天地影视文化股份有限公司;上海鑫岳影视传播股份有限公司;上海鑫岳影视传播有限公司;,新华展望传媒有限公司;阿里巴巴影业集团有限公司;九龙品天（北京）文化传播有限公司;广东新华展望传媒有限公司;娱乐宝;星宝环球有限公司;九龙品天影视文化无锡有限公司;阿里巴巴（娱乐宝）;,谢立文;,谢立文;蔡冠深;张强;王仁奎;,动画
15/9/2016,1860.88,麦兜·饭宝奇兵,麦兜·饭宝奇兵,金刚;张正中;大汪;彭博;孙小妞;,新华展望传媒有限公司;广东新华展望传媒有限公司;淘票票;上海淘票票影视文化有限公司;苏州华闻糖心动漫投资有限责任公司;北京金天地影视文化股份有限公司;上海鑫岳影视传播股份有限公司;上海鑫岳影视传播有限公司;,新华展望传媒有限公司;阿里巴巴影业集团有限公司;九龙品天（北京）文化传播有限公司;广东新华展望传媒有限公司;娱乐宝;星宝环球有限公司;九龙品天影视文化无锡有限公司;阿里巴巴（娱乐宝）;,谢立文;,谢立文;蔡冠深;张强;王仁奎;,动画
18/7/2014,63.36,曼德拉,曼德拉,戴恩·罗茨;托尼·戈罗奇;特瑞·菲托;法纳·莫科纳;马克·埃尔德金;娜奥米·哈里斯;戴斯蒙·图图;罗伯特·胡布斯;伊德瑞斯·艾尔巴;,华夏电影发行有限责任公司;,Pathé ;,贾斯汀·查德维克;,,纪录片/传记/历史
4/7/2013,18312.01,盲探,盲探,林雪;郭涛;高圆圆;王紫逸;刘德华;卢海鹏;秦煌;黄文慧;朱咪咪;郑秀文;鲁芬;马蹄露;姜皓文;郎月婷;,寰亚电影发行（北京）有限公司;,香港银都机构有限公司;香港寰亚电影有限公司;银河映像（香港）有限公司;英皇电影有限公司;北京荣信达影视艺术有限公司;寰亚电影发行（北京）有限公司;,杜琪峰;,,动作/惊悚/悬疑
15/4/2016,555.15,猫脸老太太,猫脸老太太,王翀;郝文婷;卢峰;田淼;肖彦博;翟红玉;王聃葳;,浙江东阳四月天影视文化有限公司;,方金影视文化传播（北京）有限公司;北京同人时代文化传播有限公司;浙江东阳四月天影视文化有限公司;山西菲尔幕文化传媒有限公司;北京菲儿幕文化传媒有限公司;北京鼎力同人影视文化中心;,赵小溪;,牛朝杰;牛朝阳;尚相谦;冯瑞聪;董蝉妞;李景阳;谢慧华;刘世兵;郝江华;,惊悚/恐怖/悬疑
15/12/2015,134.98,没女神探,没女神探,杨梓邑;郑敬基;郑欣宜;连诗雅;林盛斌;李静仪;蒋志光;庄思敏;周柏豪;王菀之;张建声;陈嘉宝;项昌群;,广州星伯乐文化传播有限公司;星光联盟影业无锡有限公司;,无限动力实业有限公司;星光联盟影业（北京）有限公司;热烈工作室有限公司;星光联盟影业无锡有限公司;北京紫禁城影业有限责任公司;,黄柏基;,,爱情/喜剧
4/4/2014,56222.47,美国队长2：冬日战士,美国队长2：冬日战士,克里斯·埃文斯;斯嘉丽·约翰逊;多米尼克·库珀;罗伯特·雷德福;寇碧·史莫德斯;托比·琼斯;斯坦·李;塞缪尔·杰克逊;保罗j·波特;塞巴斯蒂安·斯坦;珍妮·艾加特;艾米丽·万凯普;盖瑞·山德林;海莉·阿特维尔;安东尼·麦凯;阿兰·戴尔;黄经汉;弗兰克·格里罗;布伦特·麦基;卡兰·穆尔韦;,华夏电影发行有限责任公司;,美国漫威影业公司;索尼图形图像运作公司;,,,科幻/冒险/动作
4/7/2014,1926.28,美国骗局,美国骗局,考林·加普;艾米·亚当斯;克里斯蒂安·贝尔;迈克尔·佩纳;罗伯特·德尼罗;伊丽莎白·罗姆;凯西·丽沙·贝伦森;杰瑞米·雷纳;乔什·菲利普·温斯坦;鲍勃·戴奥;马歇尔·贝伦森;j帕克·肯特;萨伊德·塔格马奥;大卫·波士顿;阿德里安·马丁内兹;安东尼·泽比;博·柯利瑞;罗伯·马琳;贝奇·丹尼斯;道恩·奥利弗瑞;布莱德利·库珀;杰克·休斯顿;希亚·温汉;亚历桑德罗·尼沃拉;詹妮弗·劳伦斯;路易斯·c·k;,华夏电影发行有限责任公司;,亚特拉斯娱乐公司;,大卫·o·拉塞尔;,,剧情/犯罪
18/10/2013,58.43,美姐,美姐,杨振君;叶兰;冯四;葛夏;冯云;李玉琴;郝帼英;杜焕荣;杭志鹏;,北京帧画面影视文化传播有限公司;,天画画天（北京）文化传媒有限公司;北京缘起文化发展有限公司;,郝杰;,,爱情
6/3/2015,34.55,美丽笨女人,美丽笨女人,潘婕;张哲人;李雪晶;罗刚;,恒大影视发行有限公司;,北京米灿文化传媒有限公司;,潘婕;,,爱情
12/9/2014,1613.43,美女与野兽,,,,,,,
28/8/2014,702.65,美人邦,美人邦,刘羽琦;徐立;刘雨欣;立威廉;杜沁怡;纪敏佳;安钧璨;黄阅;,上海凯羿影视传播有限公司;,巨邦影业集团;巨邦国际控股有限公司;深圳市巨邦文化传播有限公司;北京电影学院深圳研究院;,张峻程;王伟;,,爱情/喜剧
8/2/2016,273226.86,美人鱼,美人鱼,文章;邓超;张雨绮;白客;孔连顺;林允;罗志祥;吴亦凡;李尚正;杨能;张美娥;,上海电影（集团）有限公司;星美(北京)影业有限公司;索尼发行公司;比高集团有限公司;北京联瑞影业有限公司;北京光线传媒股份有限公司;上海格瓦商务信息咨询有限公司;山南光线影业有限公司;天津猫眼文化传媒有限公司;四海电影发行联盟;天津联瑞影业有限公司;北京星美影视发行有限公司;和和（上海）影业有限公司;龙腾艺都（北京）影视传媒股份有限公司;中国电影集团公司;,星辉海外有限公司;北京光线影业有限公司;阿里巴巴影业集团有限公司;上海新文化传媒集团股份有限公司;广州金逸影视传媒股份有限公司;比高集团有限公司;上海格瓦商务信息咨询有限公司;山南光线影业有限公司;天津猫眼文化传媒有限公司;天津联瑞影业有限公司;北京鼎恒博源文化传媒有限公司;上海天矢文化传播有限公司;无锡辉驰影视文化发展有限公司;奥飞影业（香港）有限公司;和和（上海）影业有限公司;黑蚂蚁(上海)影业有限公司;象山泽悦文化传播有限公司;上海电影集团影视文化投资发展有限公司;大地时代文化传播（北京）有限公司;,周星驰;,,喜剧/爱情/科幻/怀旧
31/7/2015,1693.35,美人鱼之海盗来袭,美人鱼之海盗来袭,申克;宋磊;李思娴;郭亚维;,福建恒业影业有限公司;,福建恒业影业有限公司;广州金川文化有限公司;广东文化谷投资有限公司;,邱浩强;,,动画/冒险/喜剧
1/10/2013,26.55,门巴将军,门巴将军,刘之冰;许媛媛;王静;,紫岚德纳影视文化传媒（北京）有限公司;,紫岚德纳影视文化传媒（北京）有限公司;,马会雷;,,纪实/传记
28/3/2014,4681.75,盟军夺宝队,盟军夺宝队,凯特·布兰切特;尤斯图斯·冯·多赫..;乔治·克鲁尼;亚历山大·迪斯普拉特;比尔·默瑞;马克·巴德汉姆;马特·达蒙;休·博内威利;约翰·古德曼;詹姆斯·迈克尔·兰金;奥黛丽·玛内;乔尔·巴斯曼;迈克尔·布兰德纳;扎哈瑞·巴哈沃;迪米特里·莱奥尼达斯;奥雷利亚·波伊莱尔;塞尔奇·哈赛纳维奇;鲍勃·巴拉班;李·阿斯奎斯-科;让·杜雅尔丹;格兰特·赫斯洛夫;,华夏电影发行有限责任公司;,,乔治·克鲁尼;,,动作/传记
29/3/2013,57.01,梦幻岛,梦幻岛,张殿菲;栗思涵;肖明;韩松;,华夏电影发行有限责任公司;,华夏电影发行有限责任公司;湖南乐田电影媒体有限公司;天下乐田电影文化传媒（北京）有限公司;北京云之国影音文化有限公司;北京鹏讯文化科技有限公司;,王鸣飞;,,爱情
2/2/2013,68.85,梦幻飞琴,梦幻飞琴,朗朗;海瑟·格拉汉姆;,,天津北方电影集团;浙江天鹏传媒有限公司;极越电影有限责任公司;,,,动画
29/4/2016,7996.43,梦想合伙人,梦想合伙人,林雪;唐嫣;姚晨;郝蕾;王一博;郭富城;金圣柱;汤镇业;郑罗茜;李晨;罗嘉良;高捷;于小慧;,福建恒业影业有限公司;北京微影时代科技有限公司;上海华桦文化传媒有限公司;天津猫眼文化传媒有限公司;北京美好世界文化传播有限公司;北京乐华圆娱文华传播有限公司;,华夏电影发行有限责任公司;福建恒业影业有限公司;恒大影视文化有限公司;乐华娱乐;北京微影时代科技有限公司;上海华桦文化传媒有限公司;北京恒业时光影视文化传播有限公司;东阳向上影业有限公司;华桦传媒;向上影业;唯品会;春秋时代（天津）影业有限公司;太维文化;北京乐华圆娱文华传播有限公司;春秋时代（霍尔果斯）影业有限公司;上海太维文化传播有限公司;,张太维;,张太维;杜华;王克非;傅若清;吕建民;林宁;黄涛;肖飞;陈辉;马骏;申铉赫;沈文铺;张志远;宣令;曾莉娜;谭卫民;,爱情/励志/职场/友情
28/12/2013,329.28,迷魂之密室逃脱,迷魂之密室逃脱,赵楚仑;陈文波;陆忠;李威;丁嘉林;郑晓婉;蓝燕;,江苏幸福蓝海院线有限责任公司;江苏东方影业有限责任公司;湖北银兴院线影业有限责任公司;温州雁荡电影院线有限公司;上海盛星文化传播有限公司;山东奥卡新世纪电影院线有限公司;辽宁中影北方电影院线有限责任公司;,上海盛星文化传播有限公司;上海轩煌影视文化传媒有限公司;,张帆;,,惊悚
22/5/2015,119.36,迷与狂,迷与狂,姜潮;杨清;雷迪;骆佳;王厦;蒋毅泓;蒋雪鸣;,剧麦（天津）电影策划有限公司;浙江本真影视发行有限公司;,浙江本真影视发行有限公司;,颜廷录;,,喜剧
30/7/2015,14383.14,谜城,谜城,高捷;佟丽娅;马浴柯;任达华;古天乐;李璨琛;谢天华;余文乐;元秋;谭炳文;林子善;张孝全;姜皓文;,珠江影业传媒股份有限公司;引力影视投资有限公司;北京星河联盟影视传媒有限公司;五洲电影发行有限公司;北京东方画面影业有限公司;天津猫眼文化传媒有限公司;,珠江影业传媒股份有限公司;北京航美影视文化有限公司;引力影视投资有限公司;北京东方画面影业有限公司;天下一电影制作有限公司;爱奇艺影业（北京）有限公司;扬州富海国龙影视投资中心（有限合伙）;东方光影国际影业有限公司;海宁东方画面影业有限公司;,林岭东;,,动作/犯罪/惊悚
14/11/2014,489.77,秘术,秘术,郭德纲;安以轩;陈欣淇;宁桓宇;,,北京大势渡文化传媒;,吴兵;,,惊悚/悬疑/冒险/犯罪
5/12/2014,851,密道追踪之阴兵虎符,密道追踪之阴兵虎符,郭达;张山;母其弥雅;唐文龙;李炳渊;李涛;,北京剧角映画文化传媒有限公司;北京银翼文化传媒有限公司;,云文（北京）影业投资有限责任公司;青年电影制片厂;河北电影电视剧制作中心;承德非凡影视文化传媒有限责任公司;北京数字后影视文化有限公司;北京胜利传奇影视文化有限公司;公安部金盾影视文化中心;,俞岛;,,动作/悬疑/冒险/惊悚
27/5/2016,742.63,蜜月酒店杀人事件,蜜月酒店杀人事件,张静初;倪虹洁;任达华;何润东;文祥;吴维彬;金英民;金永敏;,上海银润传媒广告有限公司;海宁银润影业有限公司;中国电影集团公司;,国家新闻出版广电总局电影卫星频道节目制作中心;北京花花世界文化传媒有限公司;北京银润影视文化有限公司;上海银润传媒广告有限公司;强大娱乐;中海外大拇指文化传媒股份有限公司;中海外大拇指传媒;北京世纪天中文化传媒有限公司;中博银晟（北京）文化传播有限公司;银润传媒集团;,张哲洙;李光浩;千丙哲;张哲秀;,,惊悚/爱情/悬疑
1/10/2014,149.73,喵星少年漂流记,喵星少年漂流记,,,四川传媒学院;知更鸟电脑艺术有限公司;善为多媒体有限公司;,晓寒;毛启超;,,动画
6/6/2014,35365.42,明日边缘,明日边缘,汤姆·克鲁斯;比尔·帕克斯顿;奇克·盖瑞;德拉古米尔·米希克;夏洛特·莱李;托尼·魏;羽田昌义;艾米莉·布朗特;劳拉·普沃;约翰尼·奥托;李·阿斯奎斯-科;玛丽安·吉恩·巴普..;杰里米·皮文;约纳斯·阿姆斯特朗;,华夏电影发行有限责任公司;,威秀影业;,道格·里曼;,,科幻/动作
26/5/2015,11325.13,明日世界,明日世界,皮尔斯·加格农;布丽特妮·罗伯森;乔治·克鲁尼;莫妮卡·甘德顿;蒂姆·麦格罗;凯瑟琳·哈恩;休·劳瑞;戴伦·萨赫拉维;朱迪·格雷尔;吉甘-迈克尔·凯;达瑞恩·普罗沃斯特;克里斯·鲍尔;保罗·麦克吉莱恩;拉菲·卡西迪;托马斯·罗宾森;克林特·卡尔顿;,华夏电影发行有限责任公司;,Babieka ;A113 ;,布拉德·伯德;,,科幻/悬疑/冒险
12/12/2014,2588.89,鸣梁海战,鸣梁海战,大谷庆彦;崔岷植;李贞贤;高庚杓;秦久;权世仁;鲁敏宇;金泰勋;沈智瑗;朴鲁植;权律;晋久;柳承龙;金明坤;赵震雄;,北京派格太合泛在文化传媒有限公司;,韩国希杰娱乐株式会社;,金汉珉;,,战争/动作
21/2/2014,75.62,命运派对,命运派对,张国强;刘浩龙;陈美琪;谢安琪;谢卓言;黄贯中;关楚耀;,,,何康;,,惊悚
24/7/2015,6731.56,命中注定,命中注定,廖凡;苏岩;刘韬;汤唯;谢东燊;方芳;,华谊兄弟传媒股份有限公司;,哥伦比亚影片公司;华谊兄弟传媒股份有限公司;合一影业有限公司;华谊兄弟国际有限公司;北京一帆风顺影视文化工作室;上海路画影视传媒有限公司;,张皓;,,爱情/喜剧
21/7/2015,3429.41,模仿游戏,模仿游戏,本尼迪克特·康伯巴奇;塔彭丝·米德尔顿;马修·比尔德;汤姆·古德曼-希尔;查里斯·丹斯;凯拉·奈特莉;艾伦·里奇;尼古拉斯·布拉特;丹尼斯·科洛斯克;李·阿斯奎斯-科;罗里·金尼尔;马克·斯特朗;马修·古迪;史蒂芬·威丁顿;,GAGA Communications ;Ascot Elite Entertainment Group ;华夏电影发行有限责任公司;Pinema ;,,莫腾·泰杜姆;,,剧情/传记/战争
26/7/2013,326.23,模特魅影,模特魅影,饶薇;易薇;蒲美辰;唐宁;杨骏;李星海;倪慕斯;梁竟依;,荣诚国际文化传媒（北京）有限公司;,荣诚国际文化传媒（北京）有限公司;秀诚文化传媒（北京）有限公司;,佟秀玄;,,惊悚/悬疑
23/8/2013,6765.48,摩登年代,摩登年代,徐峥;岳小军;王太利;张子枫;张颂文;肖央;杜鹏;王宣予;,大地时代电影发行（北京）有限公司;,大地时代电影文化传播(北京)有限公司;珠江电影集团有限公司;大地时代电影发行（北京）有限公司;北京东方光魔影视文化有限责任公司;广东珠影影视制作有限公司;东阳映亚影视制作有限公司;深圳创天影视文化投资有限公司;,邵晓黎;杜鹏;,,喜剧/爱情
5/2/2015,790.94,摩尔庄园3：魔幻列车大冒险,摩尔庄园3：魔幻列车大冒险,夏磊;樊俊航;谢添天;冯骏骅;沈达威;醋醋;杨鸥;,,北京卡酷动画卫视;上海淘米网络科技有限公司;湖南电视台金鹰卡通卫视;,李婷婷;,,动画/家庭/冒险
2/4/2016,790.94,摩尔庄园3：魔幻列车大冒险,摩尔庄园3：魔幻列车大冒险,夏磊;樊俊航;谢添天;冯骏骅;沈达威;醋醋;杨鸥;,,北京卡酷动画卫视;上海淘米网络科技有限公司;湖南电视台金鹰卡通卫视;,李婷婷;,,动画/家庭/冒险
5/2/2015,1052.09,摩尔庄园3：魔幻列车大冒险,摩尔庄园3：魔幻列车大冒险,夏磊;樊俊航;谢添天;冯骏骅;沈达威;醋醋;杨鸥;,,北京卡酷动画卫视;上海淘米网络科技有限公司;湖南电视台金鹰卡通卫视;,李婷婷;,,动画/家庭/冒险
2/4/2016,1052.09,摩尔庄园3：魔幻列车大冒险,摩尔庄园3：魔幻列车大冒险,夏磊;樊俊航;谢添天;冯骏骅;沈达威;醋醋;杨鸥;,,北京卡酷动画卫视;上海淘米网络科技有限公司;湖南电视台金鹰卡通卫视;,李婷婷;,,动画/家庭/冒险
20/6/2014,2466.3,摩纳哥王妃,摩纳哥王妃,妮可·基德曼;米洛·文堤米利亚;蒂姆·罗斯;帕兹·维嘉;帕克·波西;弗兰克·兰格拉;纪尧姆·布里亚;德里克·雅各比;罗杰·阿什顿-格里..;罗伯特·林德森;杰拉丁·萨莫维尔;奥利维尔·瑞鲍汀;伊夫·雅克;珍妮·巴利巴尔;,华夏电影发行有限责任公司;,石头天使影业;七星娱乐集团;,奥利维埃·达昂;,,纪录片/爱情
22/7/2016,412.98,魔都凶音,魔都凶音,姜雯;于小伟;张天颖;王笑天;张辛苑;张瑶;颜冠英;于和伟;,北京麦特文化发展有限公司;中国电影股份有限公司北京电影发行分公司;东阳影响力电影发行有限公司;中国电影集团公司;,麦特影视文化传媒（天津）有限公司;上海东方娱乐传媒集团有限公司;爱奇艺影业（北京）有限公司;和和（上海）影业有限公司;星光麦特国际传媒有限公司;深圳市文化影视有限公司;上海鹏华影视文化有现公司;杭州晨熹多媒体科技有限公司;东阳影响力电影发行有限公司;上海彭鹏华影视文化工作室;,彭鹏华;,李继贤;陈砺志;路征;余才文;,惊悚/恐怖
9/9/2016,813.98,魔法老师,魔法老师,西蒙·佩吉;约翰·克立斯;布莱恩·考克斯;罗宾·威廉姆斯;凯特·贝金赛尔;特瑞·吉列姆;艾瑞克·爱都;罗伯·里格尔;汉娜·布拉米雷斯;艾迪·伊扎德;特瑞·琼斯;豪尔赫·莱昂马丁内斯;桑吉夫·巴哈斯卡;麦克·帕林;乔安娜·林莉;艾玛·皮尔森;梅拉·沙尔;朱蒂·罗;罗伯特·巴瑟斯特;加文·斯科特;拉斯科·阿特金斯;,Océan Films ;乌发电影公司;Shaw Organisation ;Odeon ;Wild Bunch ;Svensk Filmindustri (SF) AB ;Mongkol Major ;爱奇艺影业（北京）有限公司;华桦传媒;Axinite Digicinema ;Universum Film A.G. (UFA) ;Telepool GmbH ;Columbia ;Beijing Youshi Entertainment Co. ;Huahua Film & Media Culture ,Bill and Ben Productions ;GFM films ;Premiere Picture ;英国比尔与本电影公司;,特瑞·琼斯;,迈克·麦达沃伊;chris chesser;margarita doyle;bill jones;mark sandell;edward simons;benjamin timlett;ken tuohy;angela fuguet;jason garrett;david rogers;,喜剧/科幻
4/4/2015,4037.43,魔法总动员,,,,,,,
29/4/2016,8646.49,魔宫魅影,魔宫魅影,李菁;黄磊;景岗山;孟瑶;林江国;张子枫;任达华;林心如;杨祐宁;黄幻;何云伟;,华夏电影发行有限责任公司;北京和润超凡电影发行放映有限公司;博纳影业集团;,博纳影视娱乐有限公司;杭州和润影视有限公司;北京微影时代科技有限公司;北京和润鸿蒙影视文化有限公司;东阳弘景影视;东阳弘景影视文化有限公司;福建时代众乐影业有限公司;博纳影业集团;,叶伟民;Wai Man Yip ;,文隽;,惊悚/悬疑/爱情/剧情
30/5/2014,1923.76,魔幻仙踪,魔幻仙踪,,北京安石英纳影视文化有限公司;大地时代电影发行（北京）有限公司;浙江时代电影大世界有限公司;浙江星光电影院线有限公司;,浙江中南卡通股份有限公司;浙江蓝巨星国际传媒有限公司;,方磊;,,动画
18/4/2014,10507.53,魔警,魔警,张家辉;廖启智;欧锦棠;林嘉华;吴彦祖;安志杰;李国麟;思漩;,,香港银都机构有限公司;英皇电影有限公司;,林超贤;,,动作
29/3/2013,14614.71,魔境仙踪,魔境仙踪,比尔·考布斯;罗伯特·斯托姆伯格;罗恩·考西;扎克·布拉夫;詹姆斯·弗兰科;阿比盖尔·斯宾赛;泰德·雷米;布鲁斯·坎贝尔;米拉·库妮丝;托尼·考克斯;马丁·科勒巴;蕾切尔·薇姿;乔伊·金;,,华特·迪斯尼影片公司;Roth Films ;,山姆·雷米;,,动作/冒险/奇幻
25/9/2015,923.65,魔镜,魔镜,孙坚;周泓;金恩圣;李彩英;,北京安石英纳影视文化有限公司;江苏安石英纳影业有限公司;,浙江东阳天娱影视文化有限公司;深圳市金海岸影业有限公司;星皓娱乐集团;西安深空影视传媒有限公司;北京强大伟业文化产业有限公司;深圳市比达广告传媒有限公司;Moneff ;星皓影业有限公司;,彭发;金成浩;Pakphum Wonjinda ;,,惊悚/恐怖
3/9/2015,1553.85,魔镜奇缘,魔镜奇缘,,世纪环球电影院线发展有限公司;北京新华环球影视文化传播有限公司;河南奥斯卡院线有限责任公司;四川省太平洋电影院线有限公司;湖北银兴院线影业有限责任公司;北京锋尚锐志文化传媒有限公司;重庆保利万和院线;武汉天河影业有限公司;浙江星光电影院线有限公司;恒大影视发行有限公司;辽宁中影北方电影院线有限责任公司;,北京锋尚锐志文化传媒有限公司;合肥泰尚文化科技有限公司;峨眉电影集团有限公司;,郑成峰;,,动画/家庭/冒险
1/7/2016,779.56,魔轮,魔轮,金世佳;林心如;何润东;王姬;盖玥希;李林;是之;刘世杰;李尚翼;,基美影业;上海基美影业股份有限公司;上海基美影业有限公司;,基美影业;上海基美影业股份有限公司;上海基美影业有限公司;,王早;,高敬东;,惊悚/悬疑
1/7/2016,780.66,魔轮,魔轮,金世佳;林心如;何润东;王姬;盖玥希;李林;是之;刘世杰;李尚翼;,基美影业;上海基美影业股份有限公司;上海基美影业有限公司;,基美影业;上海基美影业股份有限公司;上海基美影业有限公司;,王早;,高敬东;,惊悚/悬疑
8/6/2016,138775.14,魔兽,魔兽,崔维斯·费米尔;托比·凯贝尔;本·福斯特;本·施耐泽;多米尼克·库珀;罗伯特·卡辛斯基;宝拉·巴顿;鲁丝·内伽;克兰西·布朗;吴彦祖;安娜·加尔文;特拉维斯·费梅尔;瑞恩·罗宾斯;丹尼尔·库德摩尔;葆拉·帕顿;考乐姆·吉斯·雷尼;,United International Pictures (UIP) ;华夏电影发行有限责任公司;环球影业公司;Universal Pictures International (UPI) ;Universal Pictures International ;Andes Films ;Westec Media Limited ;华纳兄弟影片公司;华纳兄弟公司;Finnkino Oy ;东宝东和;Karantanija Cinemas ;美国华纳兄弟影片公司;中国电影集团公司;环球影业;,华谊兄弟传媒股份有限公司;传奇影业;环球影业公司;北京太合娱乐文化发展股份有限公司;腾讯影业;亚特拉斯娱乐公司;暴雪娱乐;中国电影集团公司;环球影业;亚特拉斯娱乐;,邓肯·琼斯;,nicholas s. carpenter;stuart fenegan;亚历克斯·加特纳;乔·贾希尼;克里斯·梅森;michael morhaime;brent o'connor;查尔斯·罗文;paul w. sams;jillian share zaks;托马斯·图尔;rebecca steel roven;,动作/冒险/奇幻/战争
2/6/2015,51427.48,末日崩塌,末日崩塌,道恩·强森;史蒂文·韦格;艾伦·伯普顿;托德·威廉姆斯;本·麦基弗;艾恩·格拉法德;科尔顿·海恩斯;杰梅斯·巴特勒;托马斯·斯图尔特;凯莉·米洛;保罗·吉亚玛提;李威尹;亚历珊德拉·达达里奥;凡妮莎·罗丝;卡拉·古奇诺;摩根·格莉芬;托马斯·达尔比;马特·杰拉德;阿琪·潘雅碧;艾伦d·柏温;,华夏电影发行有限责任公司;,威秀影业;新线电影公司;Flynn Picture Company ;,布拉德·佩顿;,,灾难/惊悚/动作/冒险
26/12/2014,1678.64,末日浩劫,,,,,,,
26/2/2016,3519.63,末日迷踪,末日迷踪,尼古拉斯·凯奇;盖里·格拉伯斯;乔丁·斯巴克斯;劳拉·凯洛蒂;卡西·汤普森;昆东·亚伦;斯蒂芬妮·霍娜;杰伊·阿莫尔;威廉·罗格斯戴尔;汉·索托;马丁·科勒巴;妮基·韦兰;莉·汤普森;兰斯e·尼科尔斯;查德·迈克尔·墨瑞;艾斯卡兰特·兰迪;杰西·亚伯勒;贾德·罗曼德;埃里克·贝瑞斯;,中国电影集团公司;,加拿大元娱乐公司;Stoney Lake Entertainment ;,维克·阿姆斯特朗;,,动作/科幻/惊悚
17/4/2015,137.78,陌路惊笑,陌路惊笑,张峻宁;杨迪;姚文雪;何昊阳;唐文龙;张伟迅;李昂;潘彦妃;苑琼丹;,北京银翼文化传媒有限公司;,上海满满额文化传播有限公司;上海艺乘文化传播有限公司;上海日月星文化传播有限公司;松江国际影视文化传媒有限公司;,三木单丹;,,惊悚
